erreygersE,numberOfHealthy,openmole$experiment,randomMoveRatio,seed,socialInequality
0.0367904071553436,1162041,695,1.0,-3670748505971307508,1.4207851356301038
0.03689766595064213,1155403,691,1.0,-1813934447585356961,1.4267076744306864
0.036689464604917316,1153761,772,0.9,-2815887425272282139,1.42306573768013
0.03687259521699796,1152016,693,1.0,3219151796463357678,1.4289008372721979
0.03668339650216789,1157434,782,0.9,1070083105097823702,1.422258455274218
0.03687043574909038,1154222,805,0.9,-6410816046770962778,1.428193398205503
0.03711373006723154,1155492,793,0.9,-4622410470003522832,1.4273033998597089
0.03675946102289126,1157943,704,1.0,2474473753199168183,1.4214093673114792
0.036730228161373786,1156924,705,1.0,-212016289252917768,1.422576911742889
0.0369949592277047,1157366,707,1.0,2283996411590756753,1.4224473931256556
0.03675400515250899,1155512,788,0.9,8042980160645416522,1.426743376038125
0.03700858590910905,1155112,780,0.9,-3862929567666074737,1.4273547977438468
0.0366615391501816,1157000,679,1.0,844186878526397424,1.419194391926012
0.036538908561164346,1154017,694,1.0,5675537120103972930,1.422507718646292
0.036660147511718734,1158373,748,0.9,6052480849088777524,1.422919921853186
0.036965838467920724,1155953,743,0.9,6609434121475674640,1.4246664996220337
0.03655206515253797,1155479,731,0.9,2480737631982574696,1.4217474893884572
0.03717538917178809,1153504,713,0.9,-763912266659575092,1.4312752165417972
0.03657427268030562,1158831,618,1.0,3614753080651010153,1.4227222463487792
0.036454122825013514,1153090,615,1.0,6815219558987037987,1.4193377464543273
0.03641135853025154,1153695,658,1.0,1316412606116700425,1.4175992565203892
0.03708929714883609,1155553,665,1.0,2823207321183368899,1.4280803781286686
0.03631763125653357,1150899,647,1.0,-2393139691113705412,1.4204474630121795
0.036965316570533605,1161521,645,1.0,3376445527619156250,1.4200598070477086
0.036473109639906354,1151987,655,1.0,-7772513832910588422,1.4218190663359143
0.036801424778338414,1148324,654,1.0,647074021203908235,1.4296169480569259
0.03709119827152016,1152794,656,1.0,9002067590303513415,1.4308608319796485
0.036647303321829,1153955,659,1.0,-5442213630960812013,1.4207357715513151
0.03674914250835923,1154318,674,1.0,6992728664193739098,1.4237768953043344
0.03688800270290363,1154031,732,0.9,7952153825999767581,1.4301602414448802
0.03734843709770416,1153838,759,0.9,180493169859812905,1.430707917282801
0.036870643765585596,1155808,757,0.9,7376805069410687395,1.422197069331172
0.03722026560057649,1151484,786,0.9,926723230264125441,1.4323294834591507
0.03691703607971251,1154241,801,0.9,6313004915944114465,1.428117883437177
0.036623726258902436,1153149,803,0.9,-4033488912267628801,1.4216995335465736
0.03734974448888803,1154402,790,0.9,5319731639359690428,1.4325817842197628
0.03717895764609865,1152564,755,0.9,-3926737377721060816,1.4323771701675512
0.036865635584582286,1154326,761,0.9,-1307250866491597295,1.4271685524016737
0.037218804354807504,1154645,744,0.9,5306059526672025230,1.4286442348418713
0.036862975857878365,1155710,746,0.9,-3813066266050286252,1.4231095121651263
0.03680365478516216,1153383,742,0.9,1978190366441088039,1.4255050856135263
0.03698845541137737,1158380,719,0.9,8893828010130836340,1.424223777150339
0.03718391356132353,1161359,730,0.9,-6150044450494549396,1.4284857829011621
0.03731497171092209,1158105,774,0.9,-8633797255608554852,1.4311206635978748
0.03688297104530601,1157615,775,0.9,-2234906223545543504,1.4245028575399863
0.03679350169328741,1151432,779,0.9,-2596533870891196612,1.4278206571254934
0.03711373930367891,1156890,789,0.9,-6204775355502695637,1.4286634834890632
0.03720197405976878,1155357,800,0.9,5662897957032231339,1.4314887717528593
0.03679111717068393,1153707,799,0.9,-5078415485415457788,1.4244582252710465
0.03720876120487821,1156344,811,0.9,1609816305786491411,1.429546959908509
0.036802935821207555,1150904,758,0.9,-1296106041957466510,1.426391273979502
0.036632433914978925,1156799,720,0.9,488500990127828137,1.4227114283281646
0.03706913715897532,1150971,745,0.9,4815370640470943272,1.4320852295955773
0.03715411660773105,1158722,722,0.9,2780288154380775781,1.4279001830659677
0.036997401120132625,1155422,721,0.9,-8939727691377420904,1.426671623822227
0.03684142247016456,1153362,750,0.9,-5011011388142256367,1.4242628050091324
0.03701274346976377,1154723,769,0.9,-3205406137402731729,1.425196110333374
0.03707619297365656,1157132,762,0.9,1629728662994747847,1.42519562809972
0.03680290452403848,1155267,776,0.9,-3129571375064614878,1.425977698766578
0.036696179254563074,1152715,771,0.9,1392558252598970163,1.426008313853377
0.03712234894146203,1154177,764,0.9,-2208281308515150335,1.4292997600303772
0.03737916596613942,1154739,765,0.9,-8261117773218599058,1.4340300360585425
0.03689952952452225,1151780,792,0.9,-5992318823220792949,1.4276171027287357
0.03727638906651027,1154836,802,0.9,8214604604690821958,1.432015339062155
0.03717239749429505,1155440,808,0.9,-6347588115180214381,1.430266118716049
0.036915186286361465,1160232,797,0.9,-1105190713366986088,1.4258612725499158
0.036568367698380656,1154635,709,1.0,-6754329977992247322,1.4224936827845336
0.037125943709762035,1156746,753,0.9,8646216827661505597,1.430572083785735
0.036575370841270355,1151493,717,0.9,-6065852158850857242,1.4270617372541725
0.037313191750318685,1154414,714,0.9,474345601032279133,1.4339447286581957
0.03656527951860531,1153502,627,1.0,1578714175798952848,1.424398250091044
0.03692610386973217,1153647,638,1.0,4423965797553639425,1.425574237991826
0.03652625619752251,1153496,650,1.0,-3260261577608593771,1.4238007142612357
0.038199980670566715,1159243,815,0.7,-845712622642107313,1.4426992320030525
0.038277119163928716,1156723,895,0.7,-7224936081826752287,1.4439138238229638
0.03803408747206033,1156686,891,0.7,-7748268233140727280,1.440809539436286
0.038045824917205734,1156483,825,0.7,-2977686477749621150,1.4435052864250346
0.03834214071674753,1160532,907,0.7,-1904685156798964683,1.4409534309815115
0.03780240344947334,1152680,905,0.7,8385161138248990321,1.4402749424337131
0.03771440412925598,1157137,837,0.7,7665406276840903498,1.4372591343890397
0.037692774384040596,1155366,830,0.7,-6660946677815054630,1.4400845208607742
0.03867642906342536,1155859,986,0.6,-5639969871112117371,1.4544072179799423
0.03758031960122345,1150933,867,0.7,-7511071469194610227,1.4395878116648921
0.03777945749782178,1155673,831,0.7,7260179126777926566,1.442196961338714
0.03711327387481807,1154319,737,0.9,-1937290163199917840,1.4281145372387978
0.038016873782982866,1158642,924,0.6,-7942011111255761032,1.4443635625794997
0.03862618282291683,1157717,954,0.6,-543849753489307870,1.4514518347654077
0.038602060776839996,1153996,931,0.6,4016615436336647749,1.4560170184236303
0.03819876815132155,1155582,959,0.6,1761083880148747649,1.4479258922887397
0.03850388153159134,1156228,966,0.6,4227673317688833486,1.4526037901208764
0.038687438632500945,1155969,969,0.6,-157088501600301017,1.4523215589804217
0.038012123993216844,1152483,953,0.6,687725279984082784,1.4432893247827474
0.037961174886661495,1153217,936,0.6,213732388477742777,1.4434113610570674
0.0380894690100439,1158206,820,0.7,-3006206489124013740,1.4409786593962992
0.03792042761341577,1159713,842,0.7,3510166293759928877,1.437453173579357
0.037974710589204846,1155441,846,0.7,3911538773674769083,1.4448749301955512
0.037812316332260835,1155839,894,0.7,-1433162500758252934,1.4400687334580868
0.03761732561602449,1154522,871,0.7,-7345119613684494337,1.4431053706637742
0.037851187242603335,1158082,886,0.7,8590577521419419489,1.4406452632796167
0.03792536385242059,1156202,882,0.7,-7248207283309595425,1.4436963985317737
0.037575117547268916,1158561,897,0.7,6939177626747390044,1.4360073774859754
0.03811292576877383,1156127,892,0.7,3291032382322914011,1.4444098683797464
0.03746494528994776,1151969,880,0.7,-1356744149230348053,1.4398995558896202
0.03792172828258436,1153493,883,0.7,-7568723949533062710,1.4432485465492395
0.0379311992762248,1157017,874,0.7,-7475291339279190096,1.4404174787936692
0.038278399571644355,1156843,864,0.7,-4694993550778905987,1.4458891515811312
0.03809120332315818,1160423,889,0.7,8761073164605455562,1.4434208295470017
0.03785923806154258,1155140,912,0.7,2201578520449048251,1.439841563997973
0.037914666596128896,1157545,862,0.7,4989561750294893859,1.441276486972751
0.037760165573979196,1157769,903,0.7,5420054528396080907,1.4337274025571571
0.037476669218532405,1155821,859,0.7,-3319050575178708457,1.4337519027851304
0.03740456118297822,1155497,849,0.7,-3917686192226767521,1.4381020684179
0.03789727304246248,1159737,833,0.7,2882977337603414933,1.438110941578982
0.03755366389299261,1154749,821,0.7,-3427407359833683719,1.4348839297721363
0.03829604556720032,1154628,817,0.7,8029662969484969592,1.4442219375553749
0.03772846488817541,1153987,813,0.7,-1372225559905544992,1.441578354581728
0.03796396696495742,1157779,910,0.7,-4554545674136070414,1.437256308364639
0.036935865605780493,1150029,773,0.9,1924896490360411421,1.426586517793203
0.03806843442078015,1154645,968,0.6,-2776388480289428055,1.444806135988087
0.03849537221788587,1158626,977,0.6,-7295263180245140636,1.4491429483411309
0.03809937727112418,1155508,822,0.7,-1407507994379835634,1.4461278139023586
0.0380412625088085,1159226,843,0.7,-4108563861239867447,1.4419346944804536
0.037911508074802695,1157010,980,0.6,-51648497886914784,1.4424827495812809
0.03860402233599794,1159495,947,0.6,7430287647398368695,1.4508596362867905
0.03858997285024655,1153565,934,0.6,-2106232903886232706,1.4526270722004635
0.03927127712152417,1159567,206,0.5,4296122694322843078,1.4590322640877227
0.03846009433610656,1156797,915,0.6,1148108957391053657,1.450457455933314
0.03878728336402426,1159821,926,0.6,1964264057666128159,1.4569229341887362
0.03845436777549764,1159979,981,0.6,4674337908715379485,1.4483608188945687
0.03854688738507411,1160624,996,0.6,-2261996247445764780,1.4522231765455313
0.038627443250201524,1158025,928,0.6,-7358567173569980527,1.4509434395358023
0.03764337958937306,1155925,875,0.7,2395008933058155168,1.439416308274382
0.037824596289642534,1155265,890,0.7,2449402864299688788,1.4384837740190595
0.03780497469698235,1153498,819,0.7,-7421587807622364058,1.4439778654774216
0.04014346845947943,1159628,536,0.4,-3787077124609726941,1.4744867048224328
0.036660714916837873,1150918,687,1.0,-818291073767319679,1.4225791556268748
0.03689842528968662,1157983,640,1.0,6991400285314581044,1.421358097679293
0.03717174638584737,1154901,684,1.0,-4121119831019519473,1.4267479275179649
0.0366080371298268,1150247,661,1.0,3561600831631837563,1.4253002620544681
0.03947755263667306,1158986,200,0.5,-5331320201297752262,1.461945494774921
0.03915329271858263,1157150,188,0.5,2604558764374182281,1.4609058972291424
0.038898122354720836,1161258,193,0.5,4787212315926647647,1.4525357158570928
0.03910699826250674,1157931,207,0.5,-2245081599036571556,1.4634784605368778
0.03866806080108781,1155981,927,0.6,4075886570374583460,1.4535182306073473
0.03870945727755077,1156916,937,0.6,-5677455377854275750,1.453101341810988
0.03853751591887502,1157116,933,0.6,-6420734846403296734,1.4508092887981185
0.03890272411940568,1160116,935,0.6,-8367709914591720980,1.4575939116410588
0.03799726472307244,1152272,950,0.6,6878394045914964405,1.445982648771442
0.03884577630148021,1157909,964,0.6,1188085979298644987,1.4564931874972324
0.038644658029623594,1159339,965,0.6,-6175396270142079522,1.4516631723104017
0.038221126613385094,1157558,976,0.6,-5030839153436234786,1.4425468789296096
0.03838779064372231,1155791,1003,0.6,4558290687760149119,1.4493190369135331
0.0384972650744154,1158151,985,0.6,6289621201240834626,1.4468180151197603
0.03837243666804684,1160158,1001,0.6,-7806576784490903129,1.445769908218558
0.03863684740105413,1160713,1002,0.6,1311439651598491894,1.4488326814865846
0.03864391651678526,1157328,994,0.6,4465184140947149311,1.4513146665007612
0.03856683994018902,1154416,987,0.6,-8581998111626534945,1.451846876651373
0.03825900987860674,1158040,1007,0.6,-214179846845609656,1.4494993728259413
0.03807641591021173,1156786,951,0.6,-6940670831830073526,1.4450821765809831
0.03898264778031384,1160580,945,0.6,4822612060924293466,1.4517827046941063
0.038809824558401075,1158201,974,0.6,-6222679823554823635,1.4500265179827636
0.03847691487502817,1152182,920,0.6,8874507019417452487,1.4554441319684586
0.038429224241762976,1150748,1009,0.6,-2597877803458097137,1.456001622089518
0.03819090557225903,1158776,930,0.6,7211616854189008854,1.4434805247753701
0.03771838431630502,1151147,852,0.7,-6722836997945678856,1.441825520380822
0.03764595983634548,1159025,854,0.7,-4050754227007939426,1.4379496077500167
0.03813263269583406,1155771,911,0.7,7414110113211913857,1.445099363159816
0.03795670847813848,1156856,866,0.7,-1365787857932326815,1.4437270180395
0.03761314944432971,1161688,856,0.7,8934088581540247380,1.4335656368657939
0.03769759068643909,1154665,847,0.7,-2340916433552833707,1.4403887485836453
0.03776951813038661,1157568,853,0.7,6047855487325325062,1.436194902687159
0.03798361252076214,1156348,832,0.7,4250870478591837588,1.4461240260411587
0.03787287226211844,1155955,828,0.7,1290151026859887990,1.4400340983930184
0.03803943243077623,1155190,816,0.7,-6229476074534442415,1.4434368257265306
0.03944362709779681,1158745,569,0.4,-1605430721596172118,1.4677168698232919
0.040489196562841785,1159637,534,0.4,-3606466507295443621,1.4790748805504528
0.03858339478847611,1156982,189,0.5,2998262454491281748,1.4512892327071834
0.03881124072959148,1160489,958,0.6,5475989198621750895,1.4517103155663345
0.039430073993933855,1159355,203,0.5,953301404508956452,1.460528234506902
0.03896546605947873,1157475,205,0.5,-6839076392542361088,1.4596642725572087
0.03719418881993913,1151694,716,0.9,7723609205821666483,1.4329917817439384
0.037213065663926424,1155893,781,0.9,-7300013082446705287,1.4304450260532595
0.036640487968296935,1152780,806,0.9,-8413166003202621770,1.4236601015943593
0.036560898467047284,1155452,710,1.0,6211341249751138884,1.4207597246812254
0.0365398529945108,1153519,692,1.0,-4260877964993581260,1.4209296520353778
0.039329848056132044,1160029,194,0.5,-6466968183324815125,1.4597872118641797
0.03720133340700365,1155850,680,1.0,-6795480055972325962,1.4287537048032912
0.03942120246459063,1158640,202,0.5,6408065680874595115,1.4626456910013261
0.039072605771947516,1157809,199,0.5,-2376439142206246572,1.4594226492294922
0.038537272565460835,1158412,970,0.6,5240763542297729237,1.4516950594092584
0.03622102502234087,1154662,686,1.0,6340017866010587762,1.417422674787326
0.03663843324386957,1151897,696,1.0,-1881165879259359571,1.42398897933799
0.03654299769158183,1154239,699,1.0,-9143715743835198980,1.4202230716134823
0.036284189871578804,1152712,626,1.0,1815223090631132610,1.4229910203680667
0.0399133859443081,1157437,553,0.4,-1403053134398826142,1.4721712396399462
0.036931989907914055,1156875,768,0.9,1856254742954946303,1.4228374649544124
0.0372541434652256,1150739,738,0.9,5351331404543265193,1.436073039955294
0.03673557299307086,1148918,666,1.0,-7104255338552991432,1.4250096264321568
0.03676472828065919,1154328,620,1.0,5374762049099755173,1.4231633877663084
0.040089103999161865,1163179,538,0.4,-5463473182673960020,1.4759577632116219
0.0396414125167263,1158632,604,0.4,3229188343895085248,1.4683484353096354
0.037135418629027785,1152768,685,1.0,6626949519869531744,1.4272892368015997
0.044842286750685884,1174758,1039,0.0,-4672152677236204869,1.539967381547944
0.036875818526661726,1153342,278,0.8,-6510946458513141314,1.4278609825323172
0.03769186483517028,1155164,268,0.8,-410000056902604865,1.4376196771793264
0.03654608587764832,1152099,648,1.0,5296611899780995975,1.4226791848424265
0.044497156217100854,1178541,1044,0.0,-3812384662423568187,1.5346093802982734
0.044378554872632765,1177410,1105,0.0,5187199373694379082,1.532106056245952
0.03640203334991128,1153728,804,0.9,-3465356345634694499,1.4200150841800294
0.03660516799831134,1155995,623,1.0,4199163646215971886,1.4204309256200303
0.04439170240558296,1178177,1073,0.0,6044577231605407319,1.5331334263489307
0.04447209019823131,1176686,1027,0.0,-5280025911664389012,1.533738564238353
0.04432791491638883,1179336,1035,0.0,4671102317352321319,1.5310760377993118
0.04511203846286704,1176888,1071,0.0,1122346113313690514,1.5458170468568564
0.044635032783657345,1177539,1084,0.0,679562371367667796,1.5362381259557292
0.04412911046189401,1176863,1061,0.0,4857785911097051882,1.528170022928726
0.044164903340553285,1175137,1106,0.0,5617502052800919085,1.5364877681559064
0.04440883153365584,1174172,1085,0.0,3519683419775849190,1.5390480682109766
0.043898804103255036,1177615,1029,0.0,4831583315042861606,1.5300748998426408
0.03746629704267859,1159205,767,0.9,7807832171103777501,1.4306695581330913
0.03685869130470317,1153866,785,0.9,-7463423807607061495,1.4280844619554627
0.03669303655402213,1154320,787,0.9,4011886672968045637,1.4266046082273978
0.0371400496655995,1154567,783,0.9,7786806002409673564,1.4287313753483935
0.036991903366968296,1156544,735,0.9,-3673766043675031701,1.4247804650709472
0.044968359375686315,1178410,1022,0.0,-6037693388992431513,1.5425480481761578
0.03719178385203555,1152706,223,0.8,-5139100767426157664,1.4341123577737462
0.04470037522882822,1178382,1063,0.0,-8493245223422855190,1.5406496803570056
0.044515577416888566,1175112,1086,0.0,-6541759081021872495,1.5371603733296386
0.04453154640016002,1179193,1094,0.0,-2946201152110306693,1.53507337196811
0.044671621449005924,1175779,1089,0.0,6325302601788912197,1.5371919370458618
0.044720913688161466,1181595,1093,0.0,-7859183811696174960,1.5372123917675131
0.04480003481525244,1177547,1074,0.0,-5470948410777520095,1.5412907273241616
0.043845182619325955,1178674,1053,0.0,1681810663636982451,1.5294454892805562
0.04451370232172996,1178303,1109,0.0,-2077044314237625074,1.5346464840555392
0.0443780231379675,1173447,1102,0.0,-1408523437262412163,1.5365727009462828
0.04461775250936523,1178171,1075,0.0,-8464227806456278623,1.538172082687354
0.04414709205019075,1176089,1060,0.0,7290219466003117743,1.5326130477457562
0.04446719271546322,1177074,1054,0.0,4468177250701283188,1.539305532978808
0.04460696421026118,1175974,1038,0.0,-360331024905928274,1.5395594207378305
0.04437332947820153,1177098,1026,0.0,-4650877288750263439,1.5333332765920549
0.03719569503728861,1153333,233,0.8,4208988591424067290,1.431182951148191
0.037343695398512414,1157642,840,0.7,471311673685613141,1.433477476759843
0.0376735222856702,1153809,827,0.7,7105931290900421754,1.4430406305511136
0.036886297602820174,1159738,734,0.9,4913985261488058560,1.4230270530147138
0.03720203826568108,1155157,726,0.9,7082698446107299892,1.4323578383639393
0.03724482158217559,1157693,760,0.9,2014529746006436745,1.4300732229058521
0.03704354490057765,1155550,245,0.8,7645084308456848846,1.4246997062535998
0.03754558905964376,1153115,265,0.8,-7590233012461718248,1.435469937081136
0.03719118903237445,1152801,269,0.8,-2352901313727086305,1.4311039357768112
0.03742659655921023,1154326,791,0.9,-1469616854283516113,1.4349286887317987
0.0367308790373089,1155039,794,0.9,-247643652423955316,1.4229128858313236
0.03994065547708685,1159737,548,0.4,7898851949193173656,1.473059909273878
0.03710482038263834,1155854,795,0.9,-706357519069685655,1.4276785153621465
0.04001012815816234,1161346,547,0.4,5065565691234753957,1.4742963083746028
0.03696794201639979,1155448,763,0.9,-7668412574590667655,1.4268629553056913
0.03724006784702693,1158656,288,0.8,5554836000286137894,1.426777293238159
0.03742622868658122,1156721,766,0.9,12161948076800927,1.4327879998521813
0.03697168373742594,1156279,698,1.0,-6857886557300917480,1.4305514788788374
0.03676153862583778,1152468,718,0.9,-7272177806687386741,1.4249490660987123
0.044428416696712776,1175506,1025,0.0,8486612000866758330,1.5399852441801116
0.04438555316800978,1176298,1058,0.0,-5537259228334899477,1.5359039638778804
0.04409792382368252,1176430,1108,0.0,5853700306897284055,1.5348758578606738
0.044540687506300414,1180090,1090,0.0,1299076995480051307,1.5365205328498621
0.044900139541580265,1178979,1068,0.0,4581288738724619123,1.5434014279900945
0.044497272078290115,1176285,1099,0.0,-6093164621771933091,1.5418938883405808
0.044585899997534095,1177661,1096,0.0,-7452321925963283618,1.5363379176852194
0.03703991978486418,1157237,733,0.9,-8582041451905955013,1.4266101216489797
0.037156957315209016,1154081,725,0.9,2724183999537178533,1.429856385999803
0.03668001131384375,1154543,756,0.9,6601753173781478039,1.4242296349240733
0.03712208659127194,1152812,777,0.9,-5085442193277361022,1.4292439531070393
0.03710091681955487,1157556,796,0.9,-4501647566443084979,1.4309177915998286
0.037331185283428665,1157449,807,0.9,-4720327928639237784,1.4302212362738347
0.036818039590847215,1154161,770,0.9,1190763172902847266,1.4248747908843071
0.03713442212778815,1155549,784,0.9,3330490913182091975,1.427557280986949
0.037217134476998516,1154592,235,0.8,-9197226934591186211,1.434114585579216
0.03789009359988192,1156838,230,0.8,-1378981003063623967,1.4393723048360676
0.03736344275837472,1155103,267,0.8,-4614545320275285145,1.4304745645005617
0.036965736779287536,1156560,724,0.9,6709460853143182183,1.4269283768928045
0.04454967368882821,1175737,1081,0.0,-5920356586026248749,1.5365444260286907
0.03726621652208922,1155736,309,0.8,-6192176129118729866,1.429156176356428
0.03677291717260099,1156457,667,1.0,-4724491298007581683,1.4256545296906702
0.03824684643445816,1155967,960,0.6,-6681747044272574293,1.4473457028491643
0.038849103987241854,1157243,942,0.6,-4362413908292984721,1.452502502970799
0.038036996826430254,1160341,865,0.7,1747148627255144600,1.4399301781029004
0.03819785108936289,1155822,845,0.7,-2324914111235510617,1.4425210645353697
0.036985967692084565,1154727,723,0.9,-8566876120849816798,1.4277931240370518
0.036843155947075885,1158543,727,0.9,2387616112124512412,1.421079775117466
0.036763892460005894,1156053,632,1.0,-3634536183172839348,1.4258166257789244
0.036924777202258174,1153882,628,1.0,-5929371159430672728,1.426664537080692
0.039347942640961316,1157024,176,0.5,2461270868715074149,1.4664894806374624
0.03792929320562961,1155808,844,0.7,-3047159649467986212,1.445036218345012
0.03901639864370766,1157434,174,0.5,-5607288567803696163,1.4640894188995228
0.03908605728081662,1156886,127,0.5,-4171996313716828809,1.4600263853567061
0.03907617140057877,1157932,129,0.5,8033485558521926529,1.4626254051578818
0.044155210962296805,1177610,1024,0.0,697351298804980534,1.527965243552669
0.043823851335083014,1177338,1042,0.0,7684618197242422758,1.5270765170542115
0.044289654189474476,1174444,1065,0.0,496283656008480259,1.537335206676731
0.04463127027027802,1180327,1059,0.0,-7084619666922582268,1.5370856111771063
0.04462972495842554,1173286,1055,0.0,-5021525523739021364,1.5449862259026423
0.04410251854035615,1177185,1091,0.0,7688512523872604313,1.532694808692713
0.044664073273884594,1177783,1101,0.0,6274740853163578632,1.5384334075958979
0.044556021854577216,1177932,1077,0.0,-8503060127117154806,1.538068757403918
0.044533028885473724,1179639,1095,0.0,4811663140158463271,1.5405438807987957
0.04418192029165884,1179588,1050,0.0,2711997844103167823,1.5298454027183463
0.044412830777896616,1178793,1018,0.0,5099543402495397270,1.5350974100054664
0.04433324548287835,1177312,1031,0.0,5543085443494466937,1.530747522576078
0.038222154933959224,1156361,948,0.6,-3528174030820631914,1.4496702156726917
0.03911763027562636,1161327,952,0.6,-209812068372208479,1.4563616999644136
0.03825185659285815,1158733,955,0.6,-6796419259831619473,1.4461286179904833
0.04440761773767127,1175886,1019,0.0,7968140434923658703,1.5354524006510284
0.036606737476704856,1151520,741,0.9,-5416339125440432364,1.4208806910842977
0.03870570332923358,1155006,957,0.6,-8992796526296544565,1.4576511718375147
0.03841552316746346,1158011,1010,0.6,6208069472139432506,1.4493253440400464
0.03829630856714658,1154885,932,0.6,6724768714944368017,1.4504939659590448
0.03687293178798649,1157292,701,1.0,4565644825512336414,1.4208748397815383
0.036565223143094454,1153921,798,0.9,3386067255692029354,1.4236001418261448
0.036930974624577485,1148894,740,0.9,-2107423324822534093,1.4326119462794633
0.036744590485454025,1156743,622,1.0,-8235603820509713786,1.4239703543357192
0.03633851246164461,1152955,633,1.0,-123407393965715859,1.4214836194199436
0.04010293939532703,1159615,566,0.4,-8697788003370796725,1.4753723827106549
0.03737169823662303,1158577,228,0.8,6284976901211184794,1.427904479705954
0.03775534480179696,1159602,241,0.8,-7648625114151403619,1.4367722412818844
0.03736693181732107,1157164,307,0.8,-8158755940444321835,1.4345708437016096
0.037449652732945385,1154929,286,0.8,3629653076841461475,1.4347102124160194
0.03712775255724436,1153954,306,0.8,3771112252307668647,1.4314243231462749
0.037196655737624006,1155394,238,0.8,5626977669331651170,1.4321574677871074
0.03932400975956019,1159083,153,0.5,-2156395896869861042,1.4604546292130764
0.039423097114253756,1158626,132,0.5,-9142117336718450976,1.4627128548013055
0.03916126150488349,1159944,182,0.5,7373498271741490119,1.4607082824539164
0.04008765919123073,1163349,575,0.4,111686704898410766,1.4722491021170583
0.03847132164009957,1158277,922,0.6,316700729286434886,1.4490014362017183
0.03701926033247942,1157610,247,0.8,6174887608259711459,1.4248790822539188
0.037920131074207525,1152704,972,0.6,3331407580621737272,1.4496551552739068
0.03888311623614818,1162070,963,0.6,-6588035466238332444,1.451591817702797
0.03844933872305984,1153807,941,0.6,6277645109777609545,1.456129352328807
0.037665246063734135,1154890,858,0.7,9022265446456205447,1.4404568772198998
0.037554339233180516,1155208,869,0.7,2013668736251219909,1.4332603518672042
0.03782633223679192,1154210,873,0.7,-1038715750816119576,1.440682636866865
0.038156484289916026,1157457,863,0.7,-27551539591710662,1.447526203881203
0.03777625952350105,1154398,887,0.7,8197350607407895255,1.4430377489847654
0.03794244012558268,1158390,877,0.7,6181824485006106768,1.4415080002689553
0.037980045986777275,1154465,902,0.7,-7052145670998985069,1.4409090684539687
0.03756370543743094,1150756,893,0.7,3320353039497545654,1.4426467651209398
0.03782816311925944,1160786,899,0.7,-6443790413733044121,1.437480276317336
0.037647857560353,1156904,904,0.7,1025809508496661638,1.439000441493432
0.03829712587367472,1159080,876,0.7,-4919392505295379000,1.4432238558817334
0.03788574736999251,1156880,870,0.7,-1114016517809224991,1.439060332672702
0.037700078474934534,1153534,857,0.7,6078504379785597856,1.4381233509695839
0.03794678571627049,1152871,834,0.7,-7775306559156601704,1.4446930178545454
