evolution$generation;evolution$evaluated;evolution$samples;maxProbaToSwitch;constraintsStrength;inertiaCoefficient;healthyDietReward;objective$deltaHealth;objective$deltaSocialInequality;%Healthy_vs._2002;%Healthy_vs._2008;socialIneq_vs._2002;typo;typo_name;socialInequality;deltaSocialInequality;opinionMedian;numberOfHealthy;deltaHealth
376800;376800;22;0,735;0,091;1,000;0,000;378,040,555;0,045;down;down;up;down_down_up;decrease%Healthy;[1.863307215109568,1.8596296086909252,1.8552566643958264,1.851579870305426,1.8565606143017532,1.8430105268008907,1.8434016404040898,1.848553042903889,1.855312954116777,1.8587057033602625,1.8455035141865046,1.8526840190250808,1.8494409257239144,1.8488002239306536,1.8428714740409586,1.8503304271818908,1.840600430629548,1.8567123802410797,1.8406864724418586,1.852618578399884,1.842896505755982,1.844875383633455];[0.03144012639043203,0.03511773280907482,0.039490677104173644,0.04316747119457398,0.038186727198246784,0.05173681469910929,0.05134570109591019,0.046194298596111016,0.039434387383223024,0.036041638139737486,0.049243827313495414,0.042063322474919174,0.04530641577608563,0.04594711756934644,0.05187586745904138,0.044416914318109235,0.05414691087045198,0.03803496125892036,0.05406086905814145,0.04212876310011593,0.05185083574401794,0.04987195786654497];[0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5];[705835,705837,705798,703901,704794,704649,706200,705798,705961,704582,703746,706630,705382,705230,706339,706291,705522,705107,704799,705961,705157,705676];[378189.05479013885,377411.05479013885,379584.05479013885,378165.05479013885,378384.05479013885,377599.05479013885,377830.05479013885,378514.05479013885,377081.05479013885,378094.05479013885,378914.05479013885,376662.05479013885,378592.05479013885,377898.05479013885,377663.05479013885,377383.05479013885,378346.05479013885,377987.05479013885,380303.05479013885,377047.05479013885,378287.05479013885,377294.05479013885]
376800;376800;5;0,734;0,089;1,000;0,000;380,228,055;0,043;down;down;up;down_down_up;decrease%Healthy;[1.8646608809311875,1.8465974541077768,1.85143664634255,1.851129558769885,1.852648754145998];[0.03008646056881248,0.048149887392223256,0.04331069515745001,0.04361778273011496,0.04209858735400207];[0.5,0.5,0.5,0.5,0.5];[703324,702728,703266,701691,701808];[380228.05479013885,380100.05479013885,380486.05479013885,381075.05479013885,380080.05479013885]
376800;376800;8;0,734;0,089;1,000;0,000;380,454,055;0,041;down;down;up;down_down_up;decrease%Healthy;[1.8661295174329955,1.8491595944694468,1.8524527429770221,1.8542849745170962,1.8536276281790935,1.8530393742328188,1.8559510161843922,1.8606010085645512];[0.028617824067004527,0.04558774703055324,0.0422945985229779,0.04046236698290384,0.04111971332090647,0.04170796726718118,0.03879632531560784,0.034146332935448775];[0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5];[702986,702041,704077,701997,704465,703981,701953,701979];[381356.05479013885,380857.05479013885,380069.05479013885,380839.05479013885,379593.05479013885,379625.05479013885,380915.05479013885,379605.05479013885]
376800;376800;4;0,734;0,090;1,000;0,000;379,280,555;0,033;down;down;up;down_down_up;decrease%Healthy;[1.8620304850705505,1.8487637955897944,1.861261164413866,1.8630658211214937];[0.03271685642944955,0.04598354591020559,0.033486177086134106,0.031681520378506356];[0.5,0.5,0.5,0.5];[702303,701600,701945,702930];[378753.05479013885,380692.05479013885,379501.05479013885,379060.05479013885]
376800;376800;1;0,734;0,089;1,000;0,000;382,078,055;0,030;down;down;up;down_down_up;decrease%Healthy;[1.8651455530557948];[0.029601788444205246];[0.49998316168785095];[700168];[382078.05479013885]
376800;376800;1;0,734;0,089;1,000;0,000;382,242,055;0,027;down;down;up;down_down_up;decrease%Healthy;[1.8681748205046114];[0.02657252099538865];[0.5];[697500];[382242.05479013885]
376800;376800;1;0,734;0,089;1,000;0,000;383,215,055;0,024;down;down;up;down_down_up;decrease%Healthy;[1.8707363359807914];[0.02401100551920865];[0.4999632239341736];[697071];[383215.05479013885]
376800;376800;25;0,734;0,089;1,000;0,000;382,553,055;0,032;down;down;up;down_down_up;decrease%Healthy;[1.8554521670298416,1.8603949099730488,1.8626509802369031,1.8602159873067259,1.8581971929703711,1.8663642534063125,1.8629571337092927,1.8600713638339765,1.8630541864689438,1.8497229314092931,1.8639999247008412,1.8605304638753282,1.8573580810248826,1.8629560268502412,1.8656053735043299,1.8481541749317842,1.864805000357298,1.8689935135415814,1.8645253028224027,1.8636225028369116,1.8658451976468526,1.8595326817613627,1.8527385981689883,1.8629833126347688,1.8658029650549568];[0.0392951744701584,0.03435243152695122,0.032096361263096895,0.03453135419327413,0.0365501485296289,0.028383088093687503,0.03179020779070729,0.03467597766602348,0.031693155031056186,0.0450244100907069,0.030747416799158822,0.03421687762467185,0.03738926047511737,0.03179131464975882,0.02914196799567015,0.04659316656821577,0.029942341142702,0.02575382795841863,0.030222038677597318,0.03112483866308846,0.028902143853147377,0.035214659738637355,0.04200874333101168,0.03176402886523122,0.02894437644504322];[0.49996498227119446,0.4999649226665497,0.49996498227119446,0.49996504187583923,0.49996480345726013,0.49996495246887207,0.4999649226665497,0.49996498227119446,0.49996501207351685,0.49996480345726013,0.49996498227119446,0.4999648630619049,0.49996495246887207,0.4999648928642273,0.49996504187583923,0.49996501207351685,0.49996495246887207,0.4999649226665497,0.4999648630619049,0.4999648630619049,0.49996495246887207,0.4999648332595825,0.4999650716781616,0.4999648928642273,0.4999649226665497];[696175,695693,694896,698510,695303,696490,694690,696333,696421,695900,696877,695413,696729,696088,696980,696568,696774,696962,695021,696415,697363,696351,697113,696832,697342];[382553.05479013885,381965.05479013885,384200.05479013885,383206.05479013885,382037.05479013885,382566.05479013885,383608.05479013885,382871.05479013885,383511.05479013885,383420.05479013885,383477.05479013885,382427.05479013885,382767.05479013885,382140.05479013885,382016.05479013885,382462.05479013885,382468.05479013885,382452.05479013885,383387.05479013885,382615.05479013885,382343.05479013885,382123.05479013885,382267.05479013885,383618.05479013885,382534.05479013885]
376800;376800;1;0,736;0,089;0,999;0,000;383,523,055;0,023;down;down;up;down_down_up;decrease%Healthy;[1.8718837752877886];[0.022863566212211417];[0.49896344542503357];[695767];[383523.05479013885]
376800;376800;1;0,733;0,089;1,000;0,000;384,742,055;0,022;down;down;up;down_down_up;decrease%Healthy;[1.8724590881373484];[0.02228825336265161];[0.5];[692776];[384742.05479013885]
376800;376800;20;0,734;0,089;0,999;0,000;387,617,555;0,025;down;down;up;down_down_up;decrease%Healthy;[1.8828580842787774,1.8734730842097618,1.8639437683840183,1.8708753234255853,1.8724750993158785,1.8601984700561565,1.870130760448833,1.8671659555453062,1.8593677464056002,1.871625458614437,1.8698008419127596,1.8707300202749013,1.8628991265687342,1.8663260343363366,1.870517361595181,1.8645102102962032,1.869526768248781,1.8803749132689451,1.8617422869240117,1.8598498825553886];[0.011889257221222582,0.02127425729023824,0.030803573115981697,0.023872018074414747,0.022272242184121493,0.034548871443843554,0.02461658105116693,0.027581385954693838,0.03537959509439981,0.02312188288556305,0.02494649958724038,0.024017321225098698,0.03184821493126577,0.028421307163663423,0.02422997990481912,0.030237131203796785,0.02522057325121896,0.01437242823105489,0.033005054575988346,0.03489745894461138];[0.4992523193359375,0.4992493689060211,0.4992518424987793,0.4992530047893524,0.49925267696380615,0.49925369024276733,0.4992527663707733,0.49925172328948975,0.49925270676612854,0.4992518723011017,0.49925103783607483,0.4992521107196808,0.49925199151039124,0.4992522597312927,0.4992552399635315,0.4992521107196808,0.49924999475479126,0.49925217032432556,0.4992523491382599,0.49925127625465393];[688489,687587,687010,687419,686911,687296,686818,687845,687227,687942,687560,686383,686189,687346,688409,686624,687169,688618,686264,686704];[387215.05479013885,388291.05479013885,387902.05479013885,388439.05479013885,386231.05479013885,387510.05479013885,387582.05479013885,388615.05479013885,387947.05479013885,387448.05479013885,387194.05479013885,387653.05479013885,389375.05479013885,386920.05479013885,387323.05479013885,388484.05479013885,386595.05479013885,388174.05479013885,387830.05479013885,387170.05479013885]
376800;376800;1;0,734;0,088;0,999;0,000;387,180,055;0,021;down;down;up;down_down_up;decrease%Healthy;[1.873814902393491];[0.020932439106509104];[0.4992850124835968];[687960];[387180.05479013885]
376800;376800;1;0,741;0,090;0,996;0,000;387,233,055;0,017;down;down;up;down_down_up;decrease%Healthy;[1.8781009542694713];[0.016646387230528692];[0.4969121217727661];[687847];[387233.05479013885]
376800;376800;25;0,741;0,090;0,996;0,000;389,821,055;0,026;down;down;up;down_down_up;decrease%Healthy;[1.8487122804785958,1.860741904071475,1.8611900542069497,1.868925080545891,1.8598097788043335,1.8598574144764315,1.8589377445881992,1.8754300274200892,1.8689187647889272,1.873342430623535,1.867678501786141,1.862732844821672,1.876600956196668,1.8685850491611158,1.8693817059676074,1.877730677430453,1.8619082381409997,1.8795576275604104,1.8670188324060024,1.868644501349073,1.8565648630014457,1.8742868485021686,1.8596275185672881,1.8695647511474838,1.8753348066677455];[0.0460350610214042,0.03400543742852502,0.0335572872930503,0.025822260954109,0.0349375626956665,0.03488992702356852,0.035809596911800856,0.019317314079910775,0.02582857671107286,0.021404910876465122,0.027068839713858983,0.03201449667832801,0.018146385303332124,0.02616229233888423,0.025365635532392572,0.01701666406954705,0.03283910335900031,0.015189713939589566,0.0277285090939976,0.02610284015092712,0.03818247849855427,0.02046049299783137,0.035119822932711875,0.025182590352516243,0.01941253483225447];[0.4968027174472809,0.496805876493454,0.49681201577186584,0.4968079924583435,0.49679994583129883,0.4968096911907196,0.4968125820159912,0.4968086779117584,0.49680906534194946,0.49680522084236145,0.49679481983184814,0.49680155515670776,0.49680295586586,0.4968010485172272,0.49680429697036743,0.4967942237854004,0.49680498242378235,0.496805876493454,0.49680453538894653,0.49681273102760315,0.49680081009864807,0.4968062937259674,0.4968079626560211,0.49681055545806885,0.4968053698539734];[683332,683365,683837,682155,681337,683337,683301,682793,683198,682714,683127,682643,682689,681606,683953,682845,683206,680967,683384,684082,682149,684273,682946,683422,683753];[389123.08653617057,389298.08653617057,389751.05479013885,390040.08653617057,390773.05479013885,389454.08653617057,390182.08653617057,389933.05479013885,389056.05479013885,390599.08653617057,389775.05479013885,389948.08653617057,389821.05479013885,390503.08653617057,388827.05479013885,390205.05479013885,389799.08653617057,391744.08653617057,389376.05479013885,390448.05479013885,389420.08653617057,389491.05479013885,390326.05479013885,389197.08653617057,389838.08653617057]
376800;376800;2;0,732;0,088;1,000;0,000;390,237,949;0,018;down;down;up;down_down_up;decrease%Healthy;[1.8825193857583755,1.8714571064643228];[0.012227955741624497,0.023290235035677176];[0.4999871253967285,0.4999871253967285];[680631,680069];[390060.94882987393,390414.94882987393]
376800;376800;1;0,740;0,090;0,996;0,000;390,993,087;0,010;down;down;up;down_down_up;decrease%Healthy;[1.884800866604181];[0.009946474895819124];[0.4968278706073761];[680202];[390993.08653617057]
376800;376800;2;0,732;0,088;1,000;0,000;391,805,002;0,015;down;down;up;down_down_up;decrease%Healthy;[1.8876167947086038,1.8722336482293067];[0.007130546791396242,0.022513693270693302];[0.5,0.5];[679349,678973];[391016.94882987393,392593.05479013885]
376800;376800;1;0,732;0,088;1,000;0,000;391,501,055;0,005;down;down;up;down_down_up;decrease%Healthy;[1.8893791133617432];[0.00536822813825677];[0.5];[679029];[391501.05479013885]
376800;376800;10;0,731;0,089;1,000;0,000;392,978,087;0,022;down;down;up;down_down_up;decrease%Healthy;[1.8894064338892358,1.8797402466706343,1.8740100387950829,1.8678497397272837,1.8672457534194096,1.8707783580526682,1.8696938133106606,1.8775139022619776,1.8686733321658984,1.876980333252271];[0.005340907610764223,0.015007094829365686,0.020737302704917138,0.026897601772716273,0.027501588080590444,0.023968983447331782,0.02505352818933937,0.017233439238022452,0.026074009334101644,0.017767008247729033];[0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5];[677382,678052,676077,678384,676961,675272,676360,677469,677661,677419];[393235.08653617057,391670.05479013885,393503.98057590565,392543.08653617057,392798.08653617057,394356.98057590565,393160.98057590565,392319.98057590565,392333.05479013885,393158.08653617057]
376800;376800;7;0,731;0,088;1,000;0,000;395,244,981;0,012;down;down;up;down_down_up;decrease%Healthy;[1.8902306134771154,1.873655875723138,1.8851013755187445,1.8736284234937628,1.8828237789520803,1.8625270542064658,1.8983114679343143];[0.0045167280228846085,0.02109146577686194,0.009645965981255555,0.02111891800623722,0.011923562547919708,0.03222028729353421,0.003564126434314252];[0.5,0.5,0.5,0.5,0.5,0.5,0.5];[674917,674702,673036,673793,675100,672620,673142];[393475.98057590565,394760.98057590565,395744.98057590565,395405.98057590565,394655.08653617057,396256.98057590565,395244.98057590565]
376800;376800;1;0,731;0,087;1,000;0,000;396,599,981;0,005;down;down;up;down_down_up;decrease%Healthy;[1.889514055347525];[0.005233286152475092];[0.4999969005584717];[673075];[396599.98057590565]
376800;376800;1;0,731;0,088;1,000;0,000;396,706,981;0,001;down;down;up;down_down_up;decrease%Healthy;[1.8933040585188157];[0.0014432829811843462];[0.5];[670974];[396706.98057590565]
376800;376800;14;0,731;0,088;1,000;0,000;398,456,481;0,012;down;down;up;down_down_up;decrease%Healthy;[1.8961376401876957,1.8859349096981977,1.8807978833498604,1.8899918781636205,1.8778244029308109,1.8879379640492726,1.8798232767910656,1.8848136839768272,1.8886597219475323,1.874380580916601,1.8805227421984472,1.878807438343116,1.876590593474062,1.8887856411904693];[0.0013902986876956902,0.008812431801802356,0.013949458150139593,0.004755463336379551,0.01692293856918914,0.006809377450727405,0.01492406470893437,0.009933657523172768,0.006087619552467727,0.020366760583399035,0.014224599301552843,0.015939903156884094,0.01815674802593792,0.005961700309530693];[0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5];[669583,668924,669692,669326,670677,670176,669251,669237,671205,670743,669127,668413,669303,670764];[398339.98057590565,398844.98057590565,398232.98057590565,398248.98057590565,397915.98057590565,398572.98057590565,398995.98057590565,399289.98057590565,397448.08653617057,397525.98057590565,398695.98057590565,400129.98057590565,398997.98057590565,397640.98057590565]
376800;376800;4;0,731;0,088;1,000;0,000;399,552,481;0,004;down;down;up;down_down_up;decrease%Healthy;[1.8916262701504942,1.8894951353870155,1.8913356084124804,1.8790016656802868];[0.0031210713495057885,0.005252206112984492,0.0034117330875196306,0.0157456758197132];[0.49999693036079407,0.49999693036079407,0.49999693036079407,0.49999693036079407];[669325,668198,669209,669294];[399129.98057590565,399458.98057590565,399645.98057590565,399948.98057590565]
376800;376800;1;0,730;0,088;1,000;0,000;400,536,981;0,001;down;down;up;down_down_up;decrease%Healthy;[1.8961684280245654];[0.001421086524565407];[0.5];[667124];[400536.98057590565]
376800;376800;25;0,730;0,088;1,000;0,000;401,852,981;0,008;down;down;up;down_down_up;decrease%Healthy;[1.8822161861119426,1.889991272382222,1.8942762565271494,1.8823819074340709,1.8897405412262354,1.8748576673508273,1.877209753173971,1.8902202992118469,1.885226023144951,1.8838743736550712,1.8740177611464452,1.8877587568007297,1.8947614847964762,1.8897482008896842,1.892283664450042,1.8878561639532576,1.8974323353687679,1.880322033239951,1.8922775605125766,1.8867505641932856,1.8984995969962852,1.8870033357859706,1.8856847623687618,1.8851186337075,1.8830677991758946];[0.01253115538805738,0.004756069117777928,4.710849728506439E-4,0.01236543406592916,0.0050068002737646555,0.019889674149172754,0.01753758832602892,0.004527042288153149,0.009521318355049102,0.01087296784492886,0.020729580353554766,0.006988584699270328,1.4143296476198941E-5,0.004999140610315811,0.0024636770499579796,0.0068911775467424,0.00268499386876786,0.014425308260048952,0.0024697809874234533,0.007996777306714442,0.0037522554962852173,0.007744005714029445,0.009062579131238202,0.009628707792499913,0.011679542324105396];[0.499999076128006,0.499999076128006,0.499999076128006,0.499999076128006,0.499999076128006,0.499999076128006,0.499999076128006,0.4999990463256836,0.499999076128006,0.499999076128006,0.499999076128006,0.499999076128006,0.499999076128006,0.499999076128006,0.499999076128006,0.499999076128006,0.499999076128006,0.499999076128006,0.499999076128006,0.499999076128006,0.499999076128006,0.499999076128006,0.499999076128006,0.499999076128006,0.499999076128006];[664928,666877,666649,666457,665321,665678,665751,665462,666362,666073,666300,665453,666151,665355,665688,665079,667236,664896,666579,664644,667148,665815,666703,664114,666350];[403002.98057590565,400729.98057590565,400995.98057590565,401615.98057590565,401941.98057590565,401838.98057590565,402177.98057590565,401852.98057590565,401014.98057590565,401339.98057590565,402012.98057590565,401757.98057590565,401193.98057590565,402363.98057590565,402714.98057590565,402061.98057590565,400480.98057590565,403106.98057590565,401975.98057590565,402880.98057590565,400354.98057590565,401645.98057590565,401941.98057590565,403732.98057590565,401392.98057590565]
376800;376800;1;0,730;0,088;1,000;0,000;402,044,981;0,001;down;down;up;down_down_up;decrease%Healthy;[1.8941898237978878];[5.575177021122091E-4];[0.5];[664624];[402044.98057590565]
376800;376800;14;0,731;0,086;0,999;0,000;404,095,981;0,005;down;down;up;down_down_up;decrease%Healthy;[1.8942540954366456,1.8894434477011643,1.8928239427895048,1.8899692856309018,1.8872853107039103,1.8933107734280525,1.8888690142291236,1.8846333812270673,1.8880569082941319,1.8797639333554597,1.8917442948180845,1.8912531159560406,1.880405770711876,1.890576658899637];[4.932460633544355E-4,0.005303893798835668,0.0019233987104951833,0.004778055869098186,0.007462030796089758,0.001436568071947475,0.005878327270876449,0.010113960272932765,0.0066904332058681515,0.014983408144540356,0.0030030466819155333,0.003494225543959395,0.014341570788124036,0.004170682600362907];[0.49936580657958984,0.49936622381210327,0.4993632435798645,0.49936380982398987,0.49936485290527344,0.49936559796333313,0.49936598539352417,0.49936509132385254,0.49936360120773315,0.4993671178817749,0.4993652105331421,0.49936458468437195,0.49936437606811523,0.49936553835868835];[664436,665072,664448,665080,665399,665069,664753,666394,664246,666176,666654,664635,663872,665305];[404474.98057590565,404010.98057590565,404546.98057590565,404180.98057590565,403909.98057590565,403415.98057590565,404519.98057590565,403008.98057590565,405352.98057590565,403446.98057590565,402246.98057590565,403889.98057590565,404850.98057590565,404659.98057590565]
376800;376800;25;0,735;0,088;0,997;0,000;405,689,981;0,004;down;down;up;down_down_up;decrease%Healthy;[1.8780705524118435,1.8987035855843652,1.8857865029756147,1.8852875036319459,1.8939484551802366,1.8745765084517667,1.8847927752491471,1.8892858742160346,1.8819179138373667,1.880714468088058,1.894058795494764,1.8913604660647512,1.8960433778380494,1.893670999140602,1.882674361932694,1.8902809118841792,1.889012662979289,1.8985730580866418,1.8977996929606098,1.881708008686425,1.895824581373918,1.8908364957354067,1.9014646033212177,1.8959656228415198,1.890911941174301];[0.016676789088156507,0.003956244084365235,0.00896083852438534,0.009459837868054155,7.988863197634366E-4,0.020170833048233305,0.009954566250852892,0.00546146728396546,0.012829427662633286,0.014032873411941926,6.885460052359349E-4,0.0033868754352488484,0.0012960363380494222,0.0010763423593980193,0.01207297956730602,0.004466429615820777,0.005734678520711078,0.0038257165866417697,0.0030523514606097812,0.013039332813574944,0.0010772398739180566,0.003910845764593329,0.006717261821217679,0.0012182813415198002,0.0038354003256990676];[0.49792546033859253,0.49792054295539856,0.4979250133037567,0.4979252517223358,0.497921884059906,0.4979173243045807,0.4979225695133209,0.497923344373703,0.49791866540908813,0.49792394042015076,0.4979274868965149,0.49791985750198364,0.4979133903980255,0.49792230129241943,0.49792101979255676,0.4979259669780731,0.497925728559494,0.4979228973388672,0.49791455268859863,0.4979231059551239,0.4979238510131836,0.4979214072227478,0.4979230761528015,0.49791786074638367,0.49792298674583435];[662247,661516,661543,661119,660481,660761,660661,660655,659651,661306,661113,660061,660268,660714,661833,662750,660006,660616,660317,661041,661430,661974,661463,660834,660203];[405163.98057590565,405094.98057590565,405689.98057590565,405895.98057590565,405637.98057590565,405659.98057590565,405695.98057590565,406127.98057590565,406979.98057590565,405130.98057590565,405705.98057590565,406263.98057590565,405946.98057590565,406248.98057590565,405455.98057590565,404344.98057590565,406536.98057590565,406040.98057590565,405419.98057590565,405893.98057590565,404824.98057590565,404540.98057590565,405177.98057590565,405132.98057590565,406267.98057590565]
376800;376800;8;0,731;0,086;0,999;0,000;407,336,481;0,004;down;down;up;down_down_up;decrease%Healthy;[1.8947526984063061,1.8974263817696393,1.8941030693770764,1.8783949155962463,1.893667718807414,1.88859272516433,1.899492372096425,1.8757768746329768];[5.356906306097642E-6,0.0026790402696392768,6.44272122923617E-4,0.016352425903753742,0.0010796226925859909,0.006154616335670049,0.004745030596424948,0.018970466867023195];[0.4993389844894409,0.499335914850235,0.4993346333503723,0.49933740496635437,0.4993366301059723,0.4993361830711365,0.49933433532714844,0.49933645129203796];[661877,660526,659717,661586,662054,660069,660401,661204];[405651.98057590565,406756.98057590565,407979.98057590565,407130.98057590565,405620.98057590565,407891.98057590565,407541.98057590565,407792.98057590565]
376800;376800;1;0,730;0,087;0,999;0,000;412,456,981;0,000;down;down;up;down_down_up;decrease%Healthy;[1.8944913818855504];[2.559596144495746E-4];[0.4995669722557068];[653304];[412456.98057590565]
376800;376800;1;0,791;0,119;0,976;0,033;311,429,205;0,315;up;down;up;up_down_up;smallIncrease%Healthy;[1.5796866837480035];[0.31506065775199654];[0.4922037720680237];[981122];[311429.2050941052]
376800;376800;25;0,791;0,119;0,975;0,036;309,368,541;0,329;up;down;up;up_down_up;smallIncrease%Healthy;[1.563742392996317,1.5684661767072523,1.564285104947237,1.5692919739735136,1.566391621594964,1.5598971146489928,1.5673475882316361,1.5621288459752756,1.5674523666073952,1.5645273226249887,1.5636104893203318,1.5636323191003612,1.5616216987110363,1.5675602373328963,1.5719630703742482,1.5688047966363592,1.5704575504456328,1.5661618893604796,1.5719229401069705,1.5685343571072932,1.5637711850756832,1.5671757007788027,1.5629031178380715,1.5638375362112298,1.5586749964498965];[0.331004948503683,0.3262811647927477,0.33046223655276297,0.3254553675264864,0.328355719905036,0.3348502268510072,0.3273997532683639,0.33261849552472444,0.32729497489260484,0.3302200188750113,0.33113685217966826,0.33111502239963886,0.3331256427889637,0.3271871041671037,0.3227842711257518,0.3259425448636408,0.32428979105436717,0.3285854521395204,0.3228244013930295,0.32621298439270685,0.33097615642431677,0.32757164072119727,0.33184422366192856,0.33090980528877023,0.3360723450501035];[0.4923829436302185,0.49235400557518005,0.4923095107078552,0.4922897517681122,0.492404580116272,0.492360919713974,0.492256760597229,0.4923604726791382,0.492315411567688,0.4923176169395447,0.49234241247177124,0.4922560453414917,0.4923136234283447,0.49233999848365784,0.4923289716243744,0.49238380789756775,0.4923611581325531,0.49236616492271423,0.49231353402137756,0.4923337996006012,0.4923035502433777,0.4923025667667389,0.49232107400894165,0.49231550097465515,0.4924144744873047];[979683,978546,976954,977269,979437,978726,976055,977763,979160,978259,977378,976726,976635,977383,977696,978536,978577,978059,978041,975051,976381,976784,977153,976678,979197];[309850.5408605286,309149.5408605286,309123.5408605286,309978.2050941052,310622.5408605286,309205.5408605286,309368.5408605286,308240.5408605286,308681.5408605286,310362.5408605286,310009.5408605286,309303.5408605286,307856.5408605286,309018.5408605286,311049.2050941052,308605.5408605286,310834.5408605286,307926.5408605286,307664.5408605286,309132.5408605286,310294.5408605286,311173.5408605286,311176.5408605286,309407.5408605286,310082.5408605286]
376800;376800;1;0,791;0,119;0,975;0,035;308,502,541;0,316;up;down;up;up_down_up;smallIncrease%Healthy;[1.578281023251495];[0.316466318248505];[0.49219244718551636];[973997];[308502.5408605286]
376800;376800;9;0,790;0,119;0,974;0,035;309,144,541;0,323;up;down;up;up_down_up;smallIncrease%Healthy;[1.5783858867302027,1.5670688206479804,1.5661842110531388,1.5610131722463316,1.571900388160773,1.5568818223453778,1.571622430837362,1.5738785142435257,1.572604983746121];[0.31636145476979727,0.32767852085201965,0.32856313044686125,0.3337341692536684,0.3228469533392271,0.33786551915462226,0.32312491066263793,0.32086882725647436,0.3221423577538791];[0.4920231103897095,0.4918481111526489,0.4919559359550476,0.4919302761554718,0.49197110533714294,0.49193406105041504,0.4919722378253937,0.4918787181377411,0.49190738797187805];[963329,960765,961810,961353,962897,962258,960914,960092,961381];[308272.5408605286,309144.5408605286,306915.5408605286,308618.5408605286,310482.5408605286,309715.5408605286,308603.42711645295,310051.5408605286,309474.5408605286]
376800;376800;1;0,873;0,146;0,902;0,013;314,417,541;0,306;up;down;up;up_down_up;smallIncrease%Healthy;[1.5890188289798204];[0.30572851252017963];[0.472378671169281];[939088];[314417.5408605286]
