evolution$generation;evolution$evaluated;evolution$samples;maxProbaToSwitch;constraintsStrength;inertiaCoefficient;healthyDietReward;objective$deltaHealth;objective$deltaSocialInequality;%Healthy_vs._2002;%Healthy_vs._2008;socialIneq_vs._2002;typo;typo_name;socialInequality;deltaSocialInequality;opinionMedian;numberOfHealthy;deltaHealth
376800;376800;15;0,884;0,137;0,792;0,156;259,600,094;0,369;up;up;up;up_up_up;largeIncrease%Healthy;[1.531354558915608,1.529734242001027,1.5155171265394116,1.5292333936656293,1.5263635202449566,1.5180820988953057,1.5169414124919969,1.530511633227859,1.5158353015529806,1.5261969786201506,1.522011074055048,1.5259249931522652,1.514179610855335,1.5222060207558459,1.5293652682638306];[0.3633927825843921,0.3650130994989731,0.3792302149605884,0.36551394783437074,0.36838382125504343,0.37666524260469436,0.37780592900800314,0.364235708272141,0.3789120399470194,0.36855036287984944,0.3727362674449519,0.36882234834773486,0.3805677306446651,0.37254132074415414,0.36538207323616945];[0.5826230645179749,0.5823591351509094,0.5825018882751465,0.5824482440948486,0.5821747183799744,0.5824458599090576,0.5822990536689758,0.5823964476585388,0.5825654864311218,0.5823529958724976,0.582567036151886,0.5825740098953247,0.5823150873184204,0.5825856328010559,0.5824232697486877];[1152174,1149357,1151383,1151133,1146028,1150911,1148135,1150065,1153831,1149155,1152378,1152201,1147485,1154469,1149990];[260304.09398299427,258788.20509410521,261089.09398299427,259187.09398299427,260099.20509410521,258698.20509410521,259714.20509410521,257314.20509410521,260160.20509410521,259568.20509410521,258712.09398299427,259666.20509410521,259444.20509410521,259894.20509410521,259600.09398299427]
376800;376800;11;0,887;0,138;0,800;0,152;263,833,094;0,364;up;up;up;up_up_up;largeIncrease%Healthy;[1.5350457067479595,1.5329311303097244,1.5288160248869178,1.5324398144434135,1.5318985602626707,1.5286434415550711,1.5332247539322617,1.5255471133876095,1.5260737796946127,1.5306252797924327,1.5310299912295233];[0.35970163475204053,0.3618162111902756,0.3659313166130822,0.36230752705658653,0.36284878123732933,0.36610389994492887,0.36152258756773836,0.3692002281123905,0.36867356180538735,0.36412206170756733,0.3637173502704767];[0.5797050595283508,0.5799150466918945,0.5795543193817139,0.5799038410186768,0.5798413753509521,0.5799487829208374,0.5798296332359314,0.5799305438995361,0.5797162652015686,0.5796630382537842,0.5799072980880737];[1151920,1155012,1149820,1155747,1154570,1156536,1154105,1156351,1152795,1152062,1155867];[261528.09398299427,264281.2050941052,262399.2050941052,262784.2050941052,263791.2050941052,265070.09398299427,262719.09398299427,263937.09398299427,263833.09398299427,265121.2050941052,263993.09398299427]
376800;376800;2;0,884;0,137;0,793;0,156;258,552,205;0,369;up;up;up;up_up_up;largeIncrease%Healthy;[1.5320811880301537,1.519104208254019];[0.3626661534698463,0.3756431332459811];[0.5824557542800903,0.5824839472770691];[1151673,1149991];[258832.20509410521,258272.20509410521]
376800;376800;1;0,883;0,136;0,797;0,166;262,494,205;0,363;up;up;up;up_up_up;largeIncrease%Healthy;[1.5313389065722813];[0.3634084349277187];[0.5829102993011475];[1151155];[262494.2050941052]
376800;376800;4;0,887;0,137;0,799;0,152;262,941,650;0,362;up;up;up;up_up_up;largeIncrease%Healthy;[1.5360676804726634,1.5339359127949863,1.5177084584431602,1.5322225277684494];[0.3586796610273366,0.3608114287050137,0.37703888305683986,0.36252481373155065];[0.5802499651908875,0.5802048444747925,0.5805072784423828,0.5803950428962708];[1150807,1152335,1158117,1156144];[260865.09398299427,262596.2050941052,263287.09398299427,263490.09398299427]
376800;376800;1;0,887;0,137;0,798;0,151;263,171,205;0,358;up;up;up;up_up_up;largeIncrease%Healthy;[1.5371228415245293];[0.35762449997547074];[0.5800554156303406];[1148222];[263171.2050941052]
376800;376800;1;0,880;0,136;0,791;0,168;256,229,205;0,368;up;up;up;up_up_up;largeIncrease%Healthy;[1.52651556436367];[0.36823177713632993];[0.5848563313484192];[1142842];[256229.20509410521]
376800;376800;25;0,884;0,139;0,785;0,154;257,955,205;0,375;up;up;up;up_up_up;largeIncrease%Healthy;[1.5282893163803062,1.5238640573745845,1.5210824412315689,1.5104184725967091,1.5137694384111005,1.5204674927990163,1.5274268200551457,1.5221091218897782,1.5098778242472626,1.5249059239446914,1.5222515132550942,1.5190406682220634,1.5128070758869898,1.516273617360891,1.5244648815231605,1.5199525239997675,1.514706576197238,1.5207171335989353,1.5129519403008536,1.5199809655170569,1.5174747526306485,1.5173956609455943,1.5205081257248383,1.518134967505831,1.5198094089808205];[0.36645802511969383,0.3708832841254155,0.37366490026843113,0.3843288689032909,0.38097790308889956,0.37427984870098374,0.3673205214448543,0.3726382196102218,0.38486951725273744,0.36984141755530864,0.3724958282449058,0.3757066732779366,0.3819402656130102,0.37847372413910896,0.3702824599768395,0.37479481750023247,0.380040765302762,0.37403020790106467,0.38179540119914646,0.37476637598294316,0.37727258886935156,0.3773516805544057,0.3742392157751617,0.3766123739941689,0.3749379325191795];[0.5832780599594116,0.5833781957626343,0.5833105444908142,0.5832284688949585,0.5834121704101562,0.5835267305374146,0.5835006833076477,0.5832952857017517,0.5833867788314819,0.583191990852356,0.5833807587623596,0.5832864046096802,0.5835224986076355,0.5834896564483643,0.5834193229675293,0.5835303664207458,0.5836020112037659,0.5832671523094177,0.5834181308746338,0.5832659602165222,0.5834627151489258,0.5835298299789429,0.5832046866416931,0.5833194851875305,0.583600640296936];[1139391,1143121,1140788,1140479,1143136,1143965,1144327,1139901,1142957,1139240,1142712,1140966,1145551,1144736,1143697,1144163,1147524,1139609,1142559,1141360,1144289,1144562,1139141,1141008,1145792];[256050.20509410521,257482.20509410521,256705.20509410521,255764.20509410521,256555.20509410521,258518.20509410521,257318.20509410521,257488.20509410521,257410.20509410521,256307.20509410521,258031.20509410521,259175.20509410521,258790.20509410521,258965.20509410521,258650.20509410521,258468.20509410521,257955.20509410521,258322.20509410521,258388.20509410521,257053.20509410521,258918.20509410521,258097.20509410521,258162.20509410521,257201.20509410521,256979.20509410521]
376800;376800;25;0,878;0,135;0,780;0,168;254,142,323;0,380;up;up;up;up_up_up;largeIncrease%Healthy;[1.5107132498270213,1.5123826740340656,1.503636417965673,1.517033166936236,1.5136287881856954,1.5088738426520463,1.5196466523668708,1.5032160111567243,1.5159106450970898,1.517932916157121,1.5174151363924664,1.5085759067207798,1.523289337031584,1.518359565509389,1.51613567842633,1.5090958142127864,1.5127301016953363,1.5211652183423845,1.5198831519179172,1.5199041462121743,1.5145246451043846,1.510886006416387,1.5162269800703188,1.5118019513763628,1.514558945339989];[0.38403409167297875,0.38236466746593445,0.3911109235343271,0.377714174563764,0.38111855331430466,0.38587349884795374,0.3751006891331292,0.3915313303432757,0.3788366964029102,0.3768144253428791,0.3773322051075336,0.3861714347792202,0.3714580044684159,0.3763877759906109,0.37861166307367,0.38565152728721364,0.38201723980466373,0.3735821231576155,0.3748641895820828,0.3748431952878257,0.38022269639561546,0.3838613350836131,0.37852036142968126,0.38294539012363726,0.380188396160011];[0.5872184038162231,0.5870707631111145,0.5872318744659424,0.5871770977973938,0.5870801210403442,0.5872930288314819,0.5874438881874084,0.5872800350189209,0.5871188044548035,0.5870170593261719,0.5871986150741577,0.5869715213775635,0.5872435569763184,0.5873587727546692,0.5871879458427429,0.5871683955192566,0.5871605277061462,0.5871518850326538,0.5873649716377258,0.5871058106422424,0.5870741009712219,0.5869990587234497,0.587107241153717,0.5871282815933228,0.587016761302948];[1136865,1134612,1138287,1135633,1134190,1138605,1141625,1138685,1134993,1133020,1136374,1133524,1138138,1140499,1136052,1136124,1136476,1135932,1140239,1134475,1134616,1133896,1135169,1135999,1133146];[254826.20509410521,254075.32274116424,254950.20509410521,253032.20509410521,255637.20509410521,253418.20509410521,254572.32274116424,253630.20509410521,253950.20509410521,254279.20509410521,255273.20509410521,254525.20509410521,253805.32274116424,253608.32274116424,255273.20509410521,255267.20509410521,253511.20509410521,256221.20509410521,254806.32274116424,251200.20509410521,253423.20509410521,253139.32274116424,254142.32274116424,252614.20509410521,256001.20509410521]
376800;376800;1;0,846;0,100;0,651;0,265;226,734,323;0,468;up;up;up;up_up_up;largeIncrease%Healthy;[1.4271136343390918];[0.46763370716090824];[0.6177695989608765];[1134619];[226734.32274116424]
376800;376800;1;0,846;0,100;0,663;0,270;229,621,323;0,457;up;up;up;up_up_up;largeIncrease%Healthy;[1.4378597333546048];[0.4568876081453952];[0.617261528968811];[1131724];[229621.32274116424]
376800;376800;3;0,845;0,100;0,650;0,268;229,042,354;0,469;up;up;up;up_up_up;largeIncrease%Healthy;[1.4230242334185699,1.4255071222782334,1.4317399681655796];[0.47172310808143014,0.4692402192217666,0.46300737333442044];[0.6182721257209778,0.6184035539627075,0.6178585290908813];[1128354,1132397,1121168];[228910.35448719596,230001.35448719596,229042.35448719596]
376800;376800;1;0,844;0,097;0,614;0,265;226,079,354;0,489;up;up;up;up_up_up;largeIncrease%Healthy;[1.4061059191052525];[0.4886414223947475];[0.619721531867981];[1127099];[226079.35448719596]
376800;376800;2;0,855;0,103;0,676;0,223;232,564,823;0,454;up;up;up;up_up_up;largeIncrease%Healthy;[1.4389497179831026,1.4416903898113687];[0.45579762351689745,0.45305695168863136];[0.6101008653640747,0.6099344491958618];[1122382,1118963];[231919.32274116424,233210.32274116424]
376800;376800;1;0,863;0,122;0,747;0,216;240,244,323;0,396;up;up;up;up_up_up;largeIncrease%Healthy;[1.4983333606733091];[0.3964139808266909];[0.5999464392662048];[1119465];[240244.32274116424]
376800;376800;1;0,877;0,136;0,785;0,170;254,987,205;0,369;up;up;up;up_up_up;largeIncrease%Healthy;[1.5255141484257169];[0.36923319307428315];[0.586326539516449];[1119430];[254987.20509410521]
376800;376800;1;0,878;0,135;0,790;0,171;257,510,205;0,365;up;up;up;up_up_up;largeIncrease%Healthy;[1.5301900518226204];[0.36455728967737966];[0.5847972631454468];[1119115];[257510.20509410521]
376800;376800;1;0,886;0,134;0,801;0,147;263,272,205;0,354;up;up;up;up_up_up;largeIncrease%Healthy;[1.5407063882869008];[0.35404095321309925];[0.5777702927589417];[1116191];[263272.2050941052]
376800;376800;1;0,875;0,125;0,763;0,168;249,368,205;0,380;up;up;up;up_up_up;largeIncrease%Healthy;[1.5146682916626524];[0.38007904983734764];[0.5895648002624512];[1112791];[249368.20509410521]
376800;376800;1;0,852;0,102;0,703;0,249;232,307,690;0,443;up;up;up;up_up_up;largeIncrease%Healthy;[1.4521087265535118];[0.44263861494648826];[0.6101011633872986];[1112669];[232307.69025361934]
376800;376800;1;0,855;0,109;0,724;0,244;235,924,354;0,414;up;up;up;up_up_up;largeIncrease%Healthy;[1.4810513070577433];[0.41369603444225667];[0.606442391872406];[1110108];[235924.35448719596]
376800;376800;2;0,852;0,101;0,702;0,246;233,514,522;0,431;up;up;up;up_up_up;largeIncrease%Healthy;[1.4670606415048708,1.4608215663682034];[0.4276866999951292,0.43392577513179664];[0.6096302270889282,0.6094692945480347];[1107543,1103839];[232801.35448719596,234227.69025361934]
376800;376800;2;0,876;0,124;0,768;0,163;252,164,373;0,377;up;up;up;up_up_up;largeIncrease%Healthy;[1.5189045514238975,1.515721092565128];[0.37584279007610255,0.3790262489348719];[0.5876893401145935,0.5876849293708801];[1106887,1105803];[251666.20509410521,252662.54086052853]
376800;376800;1;0,876;0,124;0,745;0,161;243,183,323;0,385;up;up;up;up_up_up;largeIncrease%Healthy;[1.5097694680579894];[0.3849778734420106];[0.5900804996490479];[1106610];[243183.32274116424]
376800;376800;2;0,855;0,102;0,687;0,221;233,157,854;0,435;up;up;up;up_up_up;largeIncrease%Healthy;[1.4563521955924197,1.462962672335153];[0.43839514590758033,0.43178466916484703];[0.6086136102676392,0.6087827682495117];[1106144,1110335];[231850.35448719596,234465.35448719596]
376800;376800;23;0,876;0,124;0,768;0,164;251,652,541;0,382;up;up;up;up_up_up;largeIncrease%Healthy;[1.5271983046618787,1.5097374768202652,1.521447585710915,1.5166713999903616,1.5126633961591325,1.5162422142295804,1.514969096808106,1.5160431830670267,1.5045248923172756,1.5120848383728929,1.5186492978043156,1.522148227397051,1.5051321532942932,1.5080728603185984,1.5101389050737897,1.5106184505969666,1.5048150877860482,1.5097599059411613,1.5135753327544113,1.518979202742577,1.5089918249572962,1.5139190566937206,1.5091403071773304];[0.36754903683812135,0.38500986467973486,0.3732997557890849,0.3780759415096384,0.38208394534086754,0.37850512727041963,0.37977824469189403,0.37870415843297334,0.3902224491827244,0.38266250312710715,0.37609804369568445,0.372599114102949,0.38961518820570684,0.3866744811814016,0.38460843642621034,0.38412889090303337,0.3899322537139518,0.38498743555883874,0.38117200874558876,0.375768138757423,0.3857555165427038,0.3808282848062794,0.38560703432266963];[0.5878985524177551,0.5878815650939941,0.5876221656799316,0.5879091620445251,0.5878602862358093,0.5880308747291565,0.5875161290168762,0.587824821472168,0.5878795981407166,0.5878047943115234,0.5880261063575745,0.5880079865455627,0.5877374410629272,0.5877159833908081,0.588110089302063,0.587547242641449,0.5878386497497559,0.5879861116409302,0.587780773639679,0.587738037109375,0.5879735350608826,0.588098406791687,0.5880017876625061];[1105813,1104651,1100690,1106351,1103743,1107101,1099129,1104000,1105187,1103726,1106163,1107244,1103253,1101413,1108545,1098445,1103948,1106897,1104033,1103463,1106189,1108797,1106351];[250110.20509410521,250986.54086052853,251433.54086052853,252368.20509410521,251798.20509410521,253218.20509410521,251650.54086052853,251095.54086052853,250896.20509410521,251949.20509410521,251652.54086052853,254031.20509410521,252694.54086052853,250044.54086052853,252062.20509410521,251880.54086052853,252467.54086052853,249456.20509410521,250210.54086052853,251044.54086052853,251880.20509410521,250628.20509410521,251694.20509410521]
376800;376800;1;0,857;0,108;0,737;0,242;239,669,659;0,400;up;up;up;up_up_up;largeIncrease%Healthy;[1.4949147121497057];[0.3998326293502943];[0.6036534905433655];[1104608];[239669.65850758756]
376800;376800;5;0,875;0,127;0,752;0,162;247,253,541;0,390;up;up;up;up_up_up;largeIncrease%Healthy;[1.5087967389350576,1.504911269099488,1.503666565207192,1.513105256143893,1.5015113523707748];[0.3859506025649424,0.3898360724005121,0.3910807762928079,0.3816420853561071,0.3932359891292252];[0.5897091627120972,0.5894308686256409,0.5896202921867371,0.5895067453384399,0.5895302891731262];[1103801,1098012,1101774,1099342,1100190];[246738.20509410521,246977.20509410521,247431.20509410521,248437.54086052853,247253.54086052853]
376800;376800;1;0,854;0,108;0,727;0,248;235,223,659;0,419;up;up;up;up_up_up;largeIncrease%Healthy;[1.4754395073448021];[0.4193078341551979];[0.6061105132102966];[1101746];[235223.65850758756]
376800;376800;16;0,851;0,101;0,700;0,245;235,552,690;0,437;up;up;up;up_up_up;largeIncrease%Healthy;[1.4579992527925,1.4562571596811513,1.4487932070023297,1.4574520813364014,1.4588877760975643,1.4554043427142709,1.4622681187962083,1.4717232479975466,1.4560831160803136,1.4669549907859962,1.4588928053046974,1.4618829695750273,1.4599472079670803,1.4575960185412373,1.4572412581426635,1.451710238694601];[0.4367480887074999,0.4384901818188487,0.4459541344976703,0.43729526016359865,0.43585956540243576,0.43934299878572913,0.4324792227037917,0.4230240935024534,0.4386642254196864,0.4277923507140038,0.43585453619530257,0.43286437192497274,0.4348001335329197,0.4371513229587627,0.43750608335733654,0.443037102805399];[0.6100964546203613,0.6098176836967468,0.609795868396759,0.6098655462265015,0.6096868515014648,0.6098428964614868,0.6098033785820007,0.6097049117088318,0.6099255084991455,0.6099070906639099,0.6094642877578735,0.6095998287200928,0.6095724701881409,0.6098911166191101,0.6096742153167725,0.6099384427070618];[1101629,1096807,1095649,1099908,1092728,1096995,1095744,1093964,1097107,1095659,1089618,1091512,1090832,1096941,1093063,1098479];[233259.69025361934,235671.69025361934,235571.69025361934,235728.69025361934,235132.69025361934,236343.69025361934,236096.69025361934,235830.69025361934,235533.69025361934,235869.69025361934,234956.69025361934,234430.69025361934,234704.69025361934,236185.69025361934,234629.69025361934,235215.69025361934]
376800;376800;25;0,875;0,126;0,764;0,164;250,412,541;0,387;up;up;up;up_up_up;largeIncrease%Healthy;[1.5056345404450644,1.5110151497565183,1.5003298075300586,1.5085915592867767,1.5100615529365393,1.5115143627082601,1.5028973213410124,1.5065593586734862,1.510694912186706,1.5141517584475457,1.4955228660189197,1.5072055833015268,1.5102562384246276,1.5022838747306502,1.507552013068052,1.511716733867668,1.5077495096265046,1.511063118503162,1.4994886074134521,1.5130187918114355,1.5061919976652354,1.520466068995371,1.505589405625954,1.511884915793864,1.4951851603827702];[0.3891128010549356,0.3837321917434817,0.3944175339699414,0.38615578221322333,0.3846857885634607,0.3832329787917399,0.3918500201589876,0.3881879828265138,0.3840524293132941,0.38059558305245433,0.3992244754810803,0.38754175819847325,0.3844911030753724,0.39246346676934984,0.38719532843194804,0.383030607632332,0.38699783187349546,0.383684222996838,0.3952587340865479,0.3817285496885645,0.38855534383476464,0.37428127250462895,0.389157935874046,0.38286242570613593,0.39956218111722985];[0.5885693430900574,0.5887925624847412,0.5886244177818298,0.5884785652160645,0.5888429284095764,0.5885235071182251,0.5884185433387756,0.5884889960289001,0.5885913968086243,0.5888855457305908,0.588476836681366,0.5886982679367065,0.5886824727058411,0.5886053442955017,0.5888357162475586,0.5884179472923279,0.5886863470077515,0.5886572003364563,0.5886533260345459,0.5886698961257935,0.5886565446853638,0.5883532166481018,0.5888784527778625,0.5886231064796448,0.5886473059654236];[1100254,1102222,1100057,1098781,1103345,1099896,1098595,1098080,1099625,1106177,1097023,1100795,1100831,1098972,1104819,1096310,1102667,1102142,1100383,1100162,1100745,1096588,1104325,1100617,1099952];[250407.54086052853,248591.54086052853,249288.54086052853,249306.54086052853,251550.20509410521,251011.54086052853,250138.54086052853,249405.54086052853,249580.20509410521,251130.20509410521,250834.54086052853,249262.54086052853,251418.20509410521,249309.54086052853,251484.54086052853,247929.54086052853,250592.54086052853,250903.54086052853,251116.54086052853,250289.54086052853,250412.54086052853,251553.54086052853,249444.20509410521,251022.20509410521,251101.54086052853]
376800;376800;1;0,875;0,126;0,762;0,164;250,367,541;0,378;up;up;up;up_up_up;largeIncrease%Healthy;[1.5170208282892566];[0.37772651321074346];[0.5887036323547363];[1099674];[250367.54086052853]
376800;376800;1;0,855;0,108;0,727;0,244;237,652,690;0,409;up;up;up;up_up_up;largeIncrease%Healthy;[1.4852523505997748];[0.40949499090022523];[0.6054871082305908];[1096376];[237652.69025361934]
376800;376800;1;0,855;0,109;0,730;0,247;236,449,690;0,414;up;up;up;up_up_up;largeIncrease%Healthy;[1.481137913726016];[0.4136094277739839];[0.605239987373352];[1096195];[236449.69025361934]
376800;376800;18;0,876;0,124;0,768;0,163;252,565,541;0,381;up;up;up;up_up_up;largeIncrease%Healthy;[1.522172935361197,1.5172874249990769,1.5047771866166626,1.5208544632913343,1.510367829859624,1.5182814472357284,1.5120879584464035,1.5127493455936474,1.5224842975622743,1.5180060244495894,1.5117134960007523,1.5030596558408567,1.5133655673467334,1.5148126744553623,1.5155664141090561,1.5030959791365817,1.5091818954658138,1.516142964588847];[0.372574406138803,0.37745991650092314,0.3899701548833374,0.3738928782086657,0.3843795116403761,0.37646589426427157,0.3826593830535965,0.38199799590635264,0.3722630439377257,0.3767413170504106,0.3830338454992477,0.39168768565914336,0.3813817741532666,0.37993466704463774,0.3791809273909439,0.39165136236341835,0.3855654460341862,0.3786043769111531];[0.5872748494148254,0.5873027443885803,0.5875986814498901,0.5879368185997009,0.5875623822212219,0.5876030921936035,0.5876260995864868,0.5873907208442688,0.5875716209411621,0.5877360701560974,0.5876086354255676,0.587333083152771,0.5875402688980103,0.5874326229095459,0.5875698924064636,0.5874418616294861,0.5875399708747864,0.5873736143112183];[1095883,1096058,1101535,1107350,1101399,1100780,1100773,1097882,1098746,1103602,1101896,1095642,1099504,1098427,1102744,1099588,1099554,1097778];[251776.20509410521,253017.54086052853,253196.54086052853,253767.20509410521,251062.54086052853,251649.20509410521,252144.54086052853,253359.54086052853,252531.54086052853,252493.20509410521,250475.54086052853,253249.54086052853,252643.54086052853,252822.54086052853,250423.54086052853,253197.54086052853,252599.54086052853,250829.54086052853]
376800;376800;25;0,855;0,108;0,729;0,245;238,345,690;0,416;up;up;up;up_up_up;largeIncrease%Healthy;[1.4774171199774107,1.4854361030132288,1.4808224949247684,1.473903250442429,1.469760486039904,1.4739423088329378,1.4695043979503257,1.4787481252103925,1.4719206114391632,1.4800434593031195,1.4785017355440384,1.4745415091767295,1.4790141960345715,1.4859772400054831,1.4676655658650124,1.4710530812871383,1.479732444383707,1.480870937363543,1.4786630892448,1.482526749113288,1.4825990905707427,1.4807884037992132,1.4808702174673838,1.4832944915195052,1.477509673244189];[0.41733022152258936,0.4093112384867712,0.41392484657523165,0.42084409105757103,0.42498685546009596,0.42080503266706226,0.4252429435496743,0.41599921628960757,0.4228267300608368,0.4147038821968805,0.4162456059559616,0.42020583232327047,0.4157331454654285,0.40877010149451687,0.4270817756349876,0.4236942602128617,0.415014897116293,0.4138764041364571,0.41608425225519996,0.41222059238671194,0.41214825092925733,0.41395893770078684,0.41387712403261623,0.4114528499804948,0.417237668255811];[0.605408787727356,0.605377197265625,0.6052554845809937,0.6050294041633606,0.605253279209137,0.6054753065109253,0.6054798364639282,0.6055432558059692,0.6051751971244812,0.6055148839950562,0.6052675843238831,0.6052260994911194,0.6054025888442993,0.6054834723472595,0.6053385734558105,0.6053908467292786,0.6053828597068787,0.6051613688468933,0.6051424741744995,0.6053703427314758,0.6049206256866455,0.6051096320152283,0.6055852770805359,0.6054143309593201,0.6053561568260193];[1095758,1094224,1091590,1089338,1091991,1097103,1097144,1097820,1090715,1096542,1091836,1093053,1096042,1095346,1094141,1095296,1095257,1090948,1090467,1095798,1087803,1090936,1098470,1094803,1094940];[237586.69025361934,240022.69025361934,239370.69025361934,237750.69025361934,239325.69025361934,237771.69025361934,238570.69025361934,236552.69025361934,240339.69025361934,237870.69025361934,238188.69025361934,238345.69025361934,238662.69025361934,237432.35448719596,238769.69025361934,238880.69025361934,237677.69025361934,237222.69025361934,236871.69025361934,238702.69025361934,237717.69025361934,239368.69025361934,239684.69025361934,237675.69025361934,239434.69025361934]
376800;376800;25;0,863;0,121;0,756;0,216;244,371,659;0,401;up;up;up;up_up_up;largeIncrease%Healthy;[1.489403278413617,1.4916229181251044,1.4970561323541072,1.4811866401011888,1.493983213967499,1.4890721110246008,1.4941651046903404,1.496155685289863,1.493415905384111,1.4946058419841843,1.4832776230895877,1.4901358239360183,1.4993453825798013,1.496325892316036,1.4838348327341058,1.4861177841994877,1.492022568445785,1.5022708713634871,1.4955955694864598,1.4926422911757178,1.4754690690256163,1.502330181643837,1.4880270993122466,1.497610200423577,1.4989639279130291];[0.40534406308638293,0.4031244233748956,0.39769120914589284,0.4135607013988112,0.4007641275325011,0.4056752304753992,0.40058223680965965,0.39859165621013704,0.40133143611588906,0.4001414995158157,0.41146971841041236,0.4046115175639817,0.3954019589201987,0.39842144918396394,0.41091250876589425,0.4086295573005123,0.40272477305421495,0.3924764701365129,0.39915177201354024,0.40210505032428223,0.41927827247438376,0.392417159856163,0.4067202421877534,0.39713714107642306,0.3957834135869709];[0.5975956916809082,0.5976576805114746,0.5978996157646179,0.5976807475090027,0.5974728465080261,0.5978378057479858,0.5977621078491211,0.597645103931427,0.5976265072822571,0.597653865814209,0.5977027416229248,0.5975244641304016,0.5974432826042175,0.5976868867874146,0.5977796912193298,0.5976526141166687,0.597659170627594,0.5978498458862305,0.5977964997291565,0.5977762341499329,0.5975397229194641,0.597557544708252,0.5979245901107788,0.5977938175201416,0.5979661345481873];[1095616,1098158,1101854,1097571,1095391,1100450,1098526,1097391,1096591,1097177,1099758,1096512,1094351,1098584,1098532,1097367,1098482,1101548,1100402,1099399,1096105,1096588,1101940,1101281,1103460];[246129.54086052853,244599.65850758756,245149.65850758756,243758.54086052853,244832.54086052853,243305.54086052853,245979.65850758756,242972.65850758756,244750.65850758756,243268.65850758756,242697.65850758756,244919.54086052853,244792.65850758756,244911.65850758756,243891.54086052853,243462.54086052853,243165.65850758756,243599.65850758756,244371.65850758756,245880.54086052853,243544.54086052853,244693.54086052853,247351.65850758756,242384.54086052853,244187.65850758756]
376800;376800;4;0,872;0,113;0,720;0,169;240,742,100;0,406;up;up;up;up_up_up;largeIncrease%Healthy;[1.4873761798832208,1.4836715741337294,1.4909782743437057,1.4900523519680542];[0.4073711616167792,0.4110757673662706,0.40376906715629435,0.4046949895319458];[0.5933781862258911,0.5933672189712524,0.5936881303787231,0.5935978889465332];[1094691,1092012,1101197,1097785];[239376.65850758756,239977.54086052853,242762.32274116424,241506.65850758756]
376800;376800;1;0,875;0,123;0,761;0,163;249,035,541;0,383;up;up;up;up_up_up;largeIncrease%Healthy;[1.5121638523528496];[0.38258348914715046];[0.5883980989456177];[1093724];[249035.54086052853]
376800;376800;2;0,866;0,121;0,772;0,213;248,898,041;0,387;up;up;up;up_up_up;largeIncrease%Healthy;[1.5110480960571702,1.5035017925299623];[0.38369924544282985,0.3912455489700377];[0.5934562087059021,0.5935395956039429];[1091348,1093085];[248597.54086052853,249198.54086052853]
376800;376800;1;0,855;0,109;0,727;0,241;238,166,690;0,407;up;up;up;up_up_up;largeIncrease%Healthy;[1.4873486120140265];[0.40739872948597355];[0.605189323425293];[1090586];[238166.69025361934]
376800;376800;25;0,855;0,101;0,679;0,216;234,748,690;0,440;up;up;up;up_up_up;largeIncrease%Healthy;[1.4411545838858486,1.4586588369889277,1.4475883997005452,1.4562547319664207,1.4533012420402287,1.4567952874662353,1.4504030195170567,1.447614991554475,1.4619212574888383,1.4530114477207807,1.4611832964515052,1.4615938462699725,1.455951041707902,1.4407256296976343,1.4585719130122725,1.4541058499005883,1.4499662612843578,1.4570356512200917,1.4571487183848546,1.4489694416624284,1.4525862562962908,1.4536560335895181,1.4547108775933042,1.4558982084275327,1.4559300204994352];[0.4535927576141514,0.4360885045110723,0.4471589417994548,0.43849260953357927,0.4414460994597713,0.4379520540337647,0.44434432198294327,0.4471323499455251,0.43282608401116174,0.4417358937792193,0.4335640450484948,0.43315349523002755,0.438796299792098,0.4540217118023657,0.4361754284877275,0.4406414915994117,0.4447810802156422,0.4377116902799083,0.4375986231151454,0.44577789983757166,0.4421610852037092,0.4410913079104819,0.4400364639066958,0.4388491330724673,0.4388173210005648];[0.6077485680580139,0.6078813076019287,0.607987642288208,0.6077572107315063,0.6078848838806152,0.6079249382019043,0.6077510118484497,0.6080182194709778,0.6079085469245911,0.6077979803085327,0.6078643798828125,0.6075543165206909,0.6078153252601624,0.6079230904579163,0.6080889105796814,0.6077104806900024,0.60791015625,0.607943058013916,0.6077920794487,0.6080619096755981,0.6081220507621765,0.6078630089759827,0.6078486442565918,0.6079961061477661,0.6077005863189697];[1088214,1088962,1090841,1086664,1088462,1089078,1086611,1091462,1090413,1086881,1089935,1082835,1088626,1088912,1093396,1085437,1089085,1090537,1087962,1092793,1093110,1089754,1088077,1091932,1084566];[233462.69025361934,235454.69025361934,234715.69025361934,234658.69025361934,236438.69025361934,234748.69025361934,233973.69025361934,234660.69025361934,233909.69025361934,234479.69025361934,236011.69025361934,235035.69025361934,236922.69025361934,233214.69025361934,234528.69025361934,237131.69025361934,233905.69025361934,232853.69025361934,233612.69025361934,236147.69025361934,234892.69025361934,236366.69025361934,234975.69025361934,234932.69025361934,235802.69025361934]
376800;376800;1;0,862;0,119;0,730;0,198;238,816,659;0,403;up;up;up;up_up_up;largeIncrease%Healthy;[1.4917191048438094];[0.4030282366561906];[0.5998048782348633];[1087403];[238816.65850758756]
376800;376800;2;0,875;0,123;0,767;0,162;253,070,041;0,375;up;up;up;up_up_up;largeIncrease%Healthy;[1.5209708551002956,1.5192580789555938];[0.3737764863997044,0.3754892625444062];[0.5870152115821838,0.5870999693870544];[1084529,1084458];[253278.54086052853,252861.54086052853]
